,movieId,title,genres,AvgRating,tag
981,1282,Fantasia (1940),Animation|Children|Fantasy|Musical,3.7830188679245285,140.0
982,1283,High Noon (1952),Drama|Western,4.2105263157894735,982.0
983,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,4.142857142857143,213.0
984,1285,Heathers (1989),Comedy,3.731707317073171,1000.0
987,1288,This Is Spinal Tap (1984),Comedy,4.015151515151516,1125.5
990,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,4.046428571428572,426.0
991,1292,Being There (1979),Comedy|Drama,3.95,1483.0
992,1293,Gandhi (1982),Drama,3.8333333333333335,251.0
994,1296,"Room with a View, A (1986)",Drama|Romance,3.7058823529411766,154.0
997,1299,"Killing Fields, The (1984)",Drama|War,4.017857142857143,316.5
999,1301,Forbidden Planet (1956),Drama|Sci-Fi,3.8076923076923075,944.5
1000,1302,Field of Dreams (1989),Children|Drama|Fantasy,3.517857142857143,656.0
1001,1303,"Man Who Would Be King, The (1975)",Adventure|Drama,4.029411764705882,251.0
1002,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,3.943548387096774,801.0
1005,1307,When Harry Met Sally... (1989),Comedy|Romance,3.8588235294117648,378.0
1022,1333,"Birds, The (1963)",Horror|Thriller,3.602272727272727,684.0
1031,1343,Cape Fear (1991),Thriller,3.78,681.4
1032,1344,Cape Fear (1962),Crime|Drama|Thriller,3.9642857142857144,1090.0
1033,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,3.3472222222222223,924.3333333333334
1036,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,3.53125,1542.0
1038,1350,"Omen, The (1976)",Horror|Mystery|Thriller,3.8181818181818183,832.0
1041,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,3.375,1236.0
1042,1354,Breaking the Waves (1996),Drama|Mystery,4.071428571428571,1318.0
1044,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,3.879120879120879,71.0
1045,1357,Shine (1996),Drama|Romance,4.0,1177.0
1046,1358,Sling Blade (1996),Drama,3.8404255319148937,891.0
1048,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,4.083333333333333,249.0
1049,1363,"Preacher's Wife, The (1996)",Drama,3.5,1318.0
1051,1366,"Crucible, The (1996)",Drama,3.9,47.0
1052,1367,101 Dalmatians (1996),Adventure|Children|Comedy,3.074468085106383,1084.0
1055,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,3.3452380952380953,307.0
1057,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,3.7661290322580645,91.0
1059,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,3.4767441860465116,1569.0
1060,1377,Batman Returns (1992),Action|Crime,3.025,1457.0
1063,1380,Grease (1978),Comedy|Musical|Romance,3.139705882352941,1000.0
1064,1381,Grease 2 (1982),Comedy|Musical|Romance,2.0789473684210527,1000.0
1067,1387,Jaws (1975),Action|Horror,4.0054945054945055,479.0
1069,1389,Jaws 3-D (1983),Action|Horror,1.4166666666666667,1376.0
1073,1393,Jerry Maguire (1996),Drama|Romance,3.5941176470588236,1428.0
1074,1394,Raising Arizona (1987),Comedy,3.9913793103448274,113.0
1076,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,3.4782608695652173,1429.0
1078,1398,In Love and War (1996),Romance|War,2.5,225.0
1083,1407,Scream (1996),Comedy|Horror|Mystery|Thriller,3.2,1409.0
1084,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,3.8333333333333335,243.0
1086,1411,Hamlet (1996),Crime|Drama|Romance,4.0,476.0
1088,1413,"Whole Wide World, The (1996)",Drama,4.25,119.0
1091,1416,Evita (1996),Drama|Musical,3.4166666666666665,35.0
1095,1423,Hearts and Minds (1996),Drama,4.0,398.0
1108,1441,Benny & Joon (1993),Comedy|Romance,3.473684210526316,762.5
1111,1446,Kolya (Kolja) (1996),Comedy|Drama,4.428571428571429,249.0
1113,1449,Waiting for Guffman (1996),Comedy,3.875,1155.0
1124,1466,Donnie Brasco (1997),Crime|Drama,3.7403846153846154,326.0
1127,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,2.1363636363636362,1076.0
1135,1485,Liar Liar (1997),Comedy,3.0337837837837838,1090.0
1142,1496,Anna Karenina (1997),Drama|Romance,4.0,529.0
1146,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,3.610169491525424,1166.5
1150,1513,Romy and Michele's High School Reunion (1997),Comedy,2.9655172413793105,1326.0
1161,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,3.8076923076923075,654.0
1163,1542,Brassed Off (1996),Comedy|Drama|Romance,3.7142857142857144,249.0
1164,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,2.753731343283582,839.0
1165,1545,Ponette (1996),Drama,4.5,830.0
1178,1569,My Best Friend's Wedding (1997),Comedy|Romance,3.5,1489.3333333333333
1181,1573,Face/Off (1997),Action|Crime|Drama|Thriller,3.3701298701298703,1510.0
1183,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,3.487878787878788,590.0
1189,1586,G.I. Jane (1997),Action|Drama,2.7954545454545454,1143.0
1209,1608,Air Force One (1997),Action|Thriller,3.3448275862068964,1272.0
1211,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,3.8722222222222222,530.0
1218,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,4.061855670103093,417.0
1224,1625,"Game, The (1997)",Drama|Mystery|Thriller,3.7012987012987013,1114.5
1230,1635,"Ice Storm, The (1997)",Drama,3.8823529411764706,6.0
1234,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,3.8,296.5
1236,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,3.411764705882353,1091.0
1241,1650,Washington Square (1997),Drama,3.75,227.0
1243,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,3.953488372093023,1159.6666666666667
1252,1663,Stripes (1981),Comedy|War,3.7941176470588234,1143.0
1257,1672,"Rainmaker, The (1997)",Drama,3.375,249.0
1259,1674,Witness (1985),Drama|Romance|Thriller,3.65,32.0
1265,1680,Sliding Doors (1998),Drama|Romance,3.6,596.0
1267,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,3.812,513.0
1268,1683,"Wings of the Dove, The (1997)",Drama|Romance,4.416666666666667,227.0
1284,1704,Good Will Hunting (1997),Drama|Romance,4.078014184397163,1027.3333333333333
1286,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,3.1041666666666665,464.0
1288,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,2.9193548387096775,1395.3333333333333
1290,1719,"Sweet Hereafter, The (1997)",Drama,4.25,458.5
1291,1721,Titanic (1997),Drama|Romance,3.414285714285714,1358.0
1293,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,2.6923076923076925,362.0
1298,1732,"Big Lebowski, The (1998)",Comedy|Crime,3.9245283018867925,810.46875
1301,1735,Great Expectations (1998),Drama|Romance,3.3181818181818183,94.0
1305,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,3.8229166666666665,601.0
1319,1777,"Wedding Singer, The (1998)",Comedy|Romance,3.419642857142857,7.0
1320,1779,Sphere (1998),Sci-Fi|Thriller,2.760869565217391,955.0
1328,1797,Everest (1998),Documentary|IMAX,4.25,249.0
1331,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,3.5,1365.0
1337,1810,Primary Colors (1998),Comedy|Drama,3.5,1256.0
1348,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,4.0,1521.0
1350,1836,"Last Days of Disco, The (1998)",Comedy|Drama,4.5,384.0
1382,1893,Beyond Silence (Jenseits der Stille) (1996),Drama,4.5,249.0
1386,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,4.0,249.0
1387,1902,Dream for an Insomniac (1996),Drama|Romance,4.0,945.0
1391,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,3.4404761904761907,782.0
1394,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,3.859375,994.0
1395,1913,Picnic at Hanging Rock (1975),Drama|Mystery,4.0,52.0
1397,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,3.4166666666666665,1102.8
1398,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,3.0543478260869565,1412.0
1402,1921,Pi (1998),Drama|Sci-Fi|Thriller,3.851063829787234,1081.1176470588234
1404,1923,There's Something About Mary (1998),Comedy|Romance,3.676190476190476,473.75
1410,1931,Mutiny on the Bounty (1935),Adventure|Drama,4.166666666666667,1378.0
1416,1938,"Lost Weekend, The (1945)",Drama,4.0,589.0
1418,1940,Gentleman's Agreement (1947),Drama,4.0,453.0
1420,1942,All the King's Men (1949),Drama,4.25,312.0
1422,1945,On the Waterfront (1954),Crime|Drama,4.1875,749.5
1424,1947,West Side Story (1961),Drama|Musical|Romance,3.6029411764705883,190.0
1425,1948,Tom Jones (1963),Adventure|Comedy|Romance,3.642857142857143,75.0
1427,1950,In the Heat of the Night (1967),Drama|Mystery,4.181818181818182,1303.0
1428,1951,Oliver! (1968),Drama|Musical,3.5714285714285716,137.0
1429,1952,Midnight Cowboy (1969),Drama,3.9545454545454546,1278.0
1430,1953,"French Connection, The (1971)",Action|Crime|Thriller,3.871794871794872,1056.0
1431,1954,Rocky (1976),Drama,3.828125,1067.0
1432,1955,Kramer vs. Kramer (1979),Drama,3.892857142857143,845.0
1434,1957,Chariots of Fire (1981),Drama,4.038461538461538,910.5
1436,1959,Out of Africa (1985),Drama|Romance,3.6666666666666665,303.5
1437,1960,"Last Emperor, The (1987)",Drama,3.6923076923076925,98.0
1438,1961,Rain Man (1988),Drama,3.8072916666666665,633.0
1439,1962,Driving Miss Daisy (1989),Drama,3.739130434782609,1309.0
1452,1975,Friday the 13th Part 2 (1981),Horror,2.5,271.0
1453,1976,Friday the 13th Part 3: 3D (1982),Horror,2.2142857142857144,271.0
1454,1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,2.5833333333333335,271.0
1455,1978,Friday the 13th Part V: A New Beginning (1985),Horror,2.5,271.0
1456,1979,Friday the 13th Part VI: Jason Lives (1986),Horror,3.25,271.0
1460,1983,Halloween II (1981),Horror,2.4,984.0
1461,1984,Halloween III: Season of the Witch (1982),Horror,2.1666666666666665,984.0
1469,1994,Poltergeist (1982),Horror|Thriller,3.425531914893617,949.0
1470,1995,Poltergeist II: The Other Side (1986),Horror|Thriller,1.6666666666666667,949.0
1471,1996,Poltergeist III (1988),Horror|Thriller,1.875,949.0
1472,1997,"Exorcist, The (1973)",Horror|Mystery,3.80188679245283,832.0
1481,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,3.1,215.5
1486,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,3.5057471264367814,1497.0
1494,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.1875,1348.0
1495,2020,Dangerous Liaisons (1988),Drama|Romance,4.0,584.0
1497,2022,"Last Temptation of Christ, The (1988)",Drama,3.6875,183.5
1498,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,3.3555555555555556,293.8
1503,2028,Saving Private Ryan (1998),Action|Drama|War,4.1462765957446805,565.0
1522,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.7573529411764706,140.0
1526,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,3.35,1252.0
1527,2059,"Parent Trap, The (1998)",Children|Comedy|Romance,3.0,1519.0
1529,2064,Roger & Me (1989),Documentary,3.838709677419355,271.0
1530,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,3.730769230769231,249.0
1531,2066,Out of the Past (1947),Film-Noir,4.125,1134.0
1535,2070,Tender Mercies (1983),Drama|Romance|Western,3.4,1177.0
1536,2071,And the Band Played On (1993),Drama,3.25,131.0
1541,2076,Blue Velvet (1986),Drama|Mystery|Thriller,3.9456521739130435,1412.0
1543,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.830188679245283,140.0
1544,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,3.4,140.0
1549,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,3.4318181818181817,140.0
1560,2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,2.9,582.0
1563,2100,Splash (1984),Comedy|Fantasy|Romance,3.1176470588235294,1140.0
1570,2108,L.A. Story (1991),Comedy|Romance,3.4791666666666665,1563.0
1575,2114,"Outsiders, The (1983)",Drama,3.71875,457.0
1576,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,3.638888888888889,617.0
1577,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,3.1333333333333333,642.0
1579,2118,"Dead Zone, The (1983)",Thriller,3.7333333333333334,496.0
1582,2121,Cujo (1983),Horror|Thriller,2.2142857142857144,496.0
1583,2122,Children of the Corn (1984),Horror|Thriller,2.4545454545454546,496.0
1585,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,3.289473684210526,555.0
1596,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,4.05,647.5
1597,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,3.4761904761904763,1142.0
1603,2145,Pretty in Pink (1986),Comedy|Drama|Romance,3.242424242424242,503.5
1604,2146,St. Elmo's Fire (1985),Drama|Romance,3.21875,1263.0
1616,2160,Rosemary's Baby (1968),Drama|Horror|Thriller,4.171875,954.8333333333334
1623,2167,Blade (1998),Action|Horror|Thriller,3.3620689655172415,1542.0
1626,2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,3.3125,641.3333333333334
1640,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,3.98,1176.0
1641,2187,Stage Fright (1950),Mystery|Romance|Thriller,3.5,1492.0
1645,2194,"Untouchables, The (1987)",Action|Crime|Drama,3.9384615384615387,515.5
1649,2202,Lifeboat (1944),Drama|War,4.357142857142857,1464.0
1650,2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,4.142857142857143,1398.0
1653,2206,Suspicion (1941),Film-Noir|Mystery|Thriller,4.0,1230.0
1655,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,3.9166666666666665,1508.0
1667,2243,Broadcast News (1987),Comedy|Drama|Romance,3.4285714285714284,1075.0
1670,2247,Married to the Mob (1988),Comedy,3.0,326.0
1671,2248,Say Anything... (1989),Comedy|Drama|Romance,3.923076923076923,281.5
1672,2249,My Blue Heaven (1990),Comedy,3.1818181818181817,326.0
1687,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,3.789473684210526,968.5
1704,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,3.7,926.0
1707,2295,"Impostors, The (1998)",Comedy,4.5,470.0
1708,2296,"Night at the Roxbury, A (1998)",Comedy,2.1,458.0
1711,2300,"Producers, The (1968)",Comedy,3.9696969696969697,78.0
1713,2302,My Cousin Vinny (1992),Comedy,3.26271186440678,794.0
1718,2310,"Mighty, The (1998)",Drama,3.6666666666666665,580.0
1720,2312,Children of a Lesser God (1986),Drama,3.8333333333333335,831.0
1721,2313,"Elephant Man, The (1980)",Drama,4.029411764705882,926.0
1730,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,4.1477272727272725,948.5
1734,2329,American History X (1998),Crime|Drama,4.217054263565892,1159.8
1739,2334,"Siege, The (1998)",Action|Thriller,2.8076923076923075,1488.0
1740,2335,"Waterboy, The (1998)",Comedy,3.1785714285714284,922.0
1741,2336,Elizabeth (1998),Drama,3.6739130434782608,166.0
1753,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,4.285714285714286,249.0
1757,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,3.516304347826087,416.0
1759,2357,Central Station (Central do Brasil) (1998),Drama,4.416666666666667,490.0
1762,2360,"Celebration, The (Festen) (1998)",Drama,4.458333333333333,249.0
1788,2387,Very Bad Things (1998),Comedy|Crime,3.4375,820.5
1791,2390,Little Voice (1998),Comedy,3.9285714285714284,249.0
1792,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,3.7954545454545454,994.0
1794,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,3.1515151515151514,878.0
1795,2394,"Prince of Egypt, The (1998)",Animation|Musical,3.5,212.5
1797,2396,Shakespeare in Love (1998),Comedy|Drama|Romance,3.777173913043478,166.0
1810,2410,Rocky III (1982),Action|Drama,2.7291666666666665,706.0
1811,2411,Rocky IV (1985),Action|Drama,2.706896551724138,706.0
1812,2412,Rocky V (1990),Action|Drama,1.9411764705882353,706.0
1820,2420,"Karate Kid, The (1984)",Drama,3.5657894736842106,1121.0
1821,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,2.7758620689655173,1121.0
1822,2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,1.75,1121.0
1823,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,3.566666666666667,750.0
1824,2424,You've Got Mail (1998),Comedy|Romance,3.12,1093.0
1830,2431,Patch Adams (1998),Comedy|Drama,3.3703703703703702,743.0
1836,2442,Hilary and Jackie (1998),Drama,3.8333333333333335,249.0
1853,2463,Ruthless People (1986),Comedy,3.3214285714285716,1078.0
1855,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,3.75,1318.0
1858,2470,Crocodile Dundee (1986),Adventure|Comedy,3.175438596491228,52.0
1859,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,2.4791666666666665,52.0
1873,2491,Simply Irresistible (1999),Comedy|Romance,3.6,921.0
1876,2494,"Last Days, The (1998)",Documentary,4.0,239.5
1883,2502,Office Space (1999),Comedy|Crime,4.090425531914893,1506.5
1886,2505,8MM (1999),Drama|Mystery|Thriller,2.9444444444444446,382.0
1887,2506,"Other Sister, The (1999)",Comedy|Drama|Romance,3.3333333333333335,841.0
1894,2517,Christine (1983),Horror,2.95,496.0
1905,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,3.8035714285714284,1521.0
1922,2550,"Haunting, The (1963)",Horror|Thriller,4.0,949.0
1925,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,3.0833333333333335,889.0
1926,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,3.1666666666666665,889.0
1934,2565,"King and I, The (1956)",Drama|Musical|Romance,4.166666666666667,481.0
1939,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.192446043165468,1114.8
1940,2572,10 Things I Hate About You (1999),Comedy|Romance,3.5277777777777777,477.0
1945,2579,Following (1998),Crime|Mystery|Thriller,3.8333333333333335,744.7142857142857
1947,2581,Never Been Kissed (1999),Comedy|Romance,2.9583333333333335,1000.0
1949,2583,Cookie's Fortune (1999),Comedy|Drama,3.875,1411.0
1959,2598,Pushing Tin (1999),Comedy,2.84,954.0
1961,2600,eXistenZ (1999),Action|Sci-Fi|Thriller,3.8636363636363638,1553.0
1967,2612,Mildred Pierce (1945),Drama|Film-Noir,4.0,1164.0
1971,2616,Dick Tracy (1990),Action|Crime,2.8846153846153846,771.0
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,3.107142857142857,1380.5
1986,2640,Superman (1978),Action|Adventure|Sci-Fi,3.6065573770491803,1457.0
1987,2641,Superman II (1980),Action|Sci-Fi,3.020408163265306,1457.0
1988,2642,Superman III (1983),Action|Adventure|Sci-Fi,2.25,1457.0
1991,2648,Frankenstein (1931),Drama|Horror|Sci-Fi,3.909090909090909,249.0
1999,2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,3.5,590.0
2001,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,3.1666666666666665,757.0
2002,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,3.769230769230769,4.0
2011,2677,Buena Vista Social Club (1999),Documentary|Musical,4.375,249.0
2020,2692,Run Lola Run (Lola rennt) (1998),Action|Crime,4.0,594.0
2021,2693,Trekkies (1997),Documentary,3.375,493.0
2022,2694,Big Daddy (1999),Comedy,3.1979166666666665,19.0
2027,2699,Arachnophobia (1990),Comedy|Horror,2.811320754716981,1424.0
2028,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,3.861842105263158,953.75
2031,2706,American Pie (1999),Comedy|Romance,3.378640776699029,788.25
2035,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,2.796875,1150.0
2036,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,3.4622641509433962,1372.0
2038,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,3.775,949.0
2039,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,3.0,197.0
2041,2719,"Haunting, The (1999)",Horror|Thriller,2.1153846153846154,1320.0
2044,2723,Mystery Men (1999),Action|Comedy|Fantasy,3.08974358974359,1457.0
2047,2726,"Killing, The (1956)",Crime|Film-Noir,4.055555555555555,994.0
2049,2728,Spartacus (1960),Action|Drama|Romance|War,3.576923076923077,882.6666666666666
2052,2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,4.0,1048.6
2066,2745,"Mission, The (1986)",Drama,3.5,388.5
2071,2750,Radio Days (1987),Comedy|Drama,3.142857142857143,1253.5
2077,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,4.051282051282051,971.5
2078,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,3.893854748603352,824.5555555555555
2093,2787,Cat's Eye (1985),Horror,2.4166666666666665,496.0
2097,2791,Airplane! (1980),Comedy,3.8563218390804597,1031.0
2103,2797,Big (1988),Comedy|Drama|Fantasy|Romance,3.71978021978022,747.0
2107,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,4.5,939.0
2109,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,2.923076923076923,1091.0
2110,2804,"Christmas Story, A (1983)",Children|Comedy,3.9727272727272727,103.0
2127,2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,2.272727272727273,590.0
2150,2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,3.473684210526316,58.0
2156,2871,Deliverance (1972),Adventure|Drama|Thriller,3.9,1332.0
2157,2872,Excalibur (1981),Adventure|Fantasy,3.64,236.0
2187,2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,4.25,249.0
2192,2915,Risky Business (1983),Comedy,3.4404761904761907,1278.0
2195,2918,Ferris Bueller's Day Off (1986),Comedy,3.8394495412844036,230.0
2196,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,3.8125,448.0
2202,2927,Brief Encounter (1946),Drama|Romance,3.5,584.0
2208,2935,"Lady Eve, The (1941)",Comedy|Romance,4.0,939.0
2210,2937,"Palm Beach Story, The (1942)",Comedy,4.1,1361.0
2212,2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,4.0,1191.0
2213,2941,South Pacific (1958),Musical|Romance|War,3.7777777777777777,1065.0
2215,2943,Indochine (1992),Drama|Romance,4.166666666666667,547.0
2222,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,3.9358974358974357,640.0
2223,2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,3.5416666666666665,939.0
2224,2953,Home Alone 2: Lost in New York (1992),Children|Comedy,2.5161290322580645,882.0
2226,2959,Fight Club (1999),Action|Crime|Drama|Thriller,4.272935779816514,1015.1481481481482
2231,2966,"Straight Story, The (1999)",Adventure|Drama,3.9285714285714284,901.0
2232,2967,"Bad Seed, The (1956)",Drama|Thriller,4.0,889.0
2233,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,3.731707317073171,1497.0
2250,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.5721649484536084,1100.0
2260,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,3.9583333333333335,781.8333333333334
2265,3006,"Insider, The (1999)",Drama|Thriller,3.7419354838709675,1508.0
2266,3007,American Movie (1999),Documentary,3.75,249.0
2269,3011,"They Shoot Horses, Don't They? (1969)",Drama,3.25,814.0
2281,3028,"Taming of the Shrew, The (1967)",Comedy,2.5,476.0
2283,3030,Yojimbo (1961),Action|Adventure,4.230769230769231,1348.0
2292,3039,Trading Places (1983),Comedy,3.730769230769231,441.0
2293,3040,Meatballs (1979),Comedy,3.2222222222222223,725.0
2297,3044,Dead Again (1991),Mystery|Romance|Thriller,3.769230769230769,1155.5
2302,3052,Dogma (1999),Adventure|Comedy|Fantasy,3.6455696202531644,1021.2
2308,3060,"Commitments, The (1991)",Comedy|Drama|Musical,3.8666666666666667,249.0
2317,3071,Stand and Deliver (1988),Comedy|Drama,3.5,1000.0
2318,3072,Moonstruck (1987),Comedy|Romance,3.5555555555555554,378.0
2323,3077,42 Up (1998),Documentary,4.0,396.0
2326,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,3.475806451612903,248.0
2330,3087,Scrooged (1988),Comedy|Fantasy|Romance,3.1666666666666665,970.0
2337,3095,"Grapes of Wrath, The (1940)",Drama,4.111111111111111,849.0
2339,3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,3.6666666666666665,1319.0
2340,3098,"Natural, The (1984)",Drama,3.6458333333333335,1042.0
2343,3101,Fatal Attraction (1987),Drama|Thriller,3.0972222222222223,584.0
2350,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,3.8055555555555554,1010.0
2352,3111,Places in the Heart (1984),Drama,4.25,1303.0
2355,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,3.8608247422680413,704.5
2356,3115,Flawless (1999),Drama,4.0,1136.0
2359,3125,"End of the Affair, The (1999)",Drama,4.0,200.0
2364,3134,Grand Illusion (La grande illusion) (1937),Drama|War,3.7142857142857144,1052.0
2365,3135,"Great Santini, The (1979)",Drama,3.6666666666666665,909.0
2372,3147,"Green Mile, The (1999)",Crime|Drama,4.148648648648648,496.0
2375,3152,"Last Picture Show, The (1971)",Drama,4.5,693.0
2382,3160,Magnolia (1999),Drama,3.7115384615384617,309.0
2392,3174,Man on the Moon (1999),Comedy|Drama,3.4871794871794872,37.0
2393,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.58,1427.0
2394,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3.336734693877551,984.25
2396,3178,"Hurricane, The (1999)",Drama,3.53125,706.0
2398,3181,Titus (1999),Drama,3.9166666666666665,476.0
2402,3186,"Girl, Interrupted (1999)",Drama,3.4642857142857144,761.3333333333334
2405,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,3.0,249.0
2416,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,3.4761904761904763,1000.0
2417,3211,"Cry in the Dark, A (1988)",Drama,3.75,310.0
2434,3247,Sister Act (1992),Comedy|Crime,3.0277777777777777,1209.0
2437,3250,Alive (1993),Drama,3.1666666666666665,249.0
2445,3258,Death Becomes Her (1992),Comedy|Fantasy,2.8666666666666667,1247.0
